163,5,0 : 8,2 : 16,0,0,1,1500,0,0,medium
163,6,0 : 8,2 : 7,0,0,0,1500,0,0,medium
163,7,0 : 8,1 : 58,0,0,0,1500,0,0,medium
163,8,0 : 4,1 : 45,0,0,0,1500,50,0,medium
163,9,0 : 8,1 : 36,0,4,1,1800,50,1,medium
163,10,0 : 8,1 : 27,0,3,1,2100,50,1,high
163,11,0 : 8,1 : 18,0,3,1,2400,50,1,medium
163,12,0 : 8,1 : 9,1,3,0,2200,50,1,low
163,13,0 : 8,0 : 60,0,4,1,2500,50,1,high
163,14,0 : 8,0 : 51,0,4,1,2800,50,1,high
163,15,0 : 8,0 : 42,0,4,0,2600,50,1,medium
163,16,0 : 17,0 : 42,0,0,0,2600,100,0,medium
163,17,0 : 17,0 : 42,0,0,0,2600,100,0,medium
163,18,0 : 8,0 : 33,1,3,1,2900,100,1,high
163,19,0 : 8,0 : 24,1,4,1,3200,100,1,high
163,20,0 : 4,0 : 11,1,4,0,3000,100,1,high
163,21,0 : 8,0 : 2,1,4,1,3300,100,1,high
164,3,0 : 8,2 : 52,0,0,0,500,0,0,low
164,4,0 : 7,2 : 42,0,0,0,500,0,0,low
164,5,0 : 3,2 : 28,0,0,0,500,0,0,low
164,6,0 : 2,2 : 13,0,0,0,500,0,0,low
164,7,0 : 8,2 : 4,0,0,1,1000,0,0,low
164,8,0 : 8,1 : 55,0,0,1,1500,0,0,low
164,9,0 : 8,1 : 46,0,0,1,2000,0,0,low
164,10,0 : 8,1 : 37,0,0,0,2000,0,0,low
164,11,0 : 8,1 : 28,0,0,0,2000,0,0,low
164,12,0 : 7,1 : 18,0,0,0,2000,0,0,low
164,13,0 : 8,1 : 9,0,4,0,1800,0,1,low
164,14,0 : 8,0 : 60,1,3,0,1600,0,1,low
164,15,0 : 8,0 : 51,1,4,0,1400,0,1,low
164,16,0 : 8,0 : 42,1,4,1,1700,0,1,low
